loan_id,gender_male,married_yes,dependents_1.0,dependents_2.0,dependents_3.0,self_employed_yes,credit_history_1.0,loan_amount,loan_amount_term,applicant_income,coapplicant_income,loan_status,total_income,EMI,balance_income
LP002768,1,0,0,0,0,0,1,80000000.0,36,3358,0.0,0,3358.0,2222.2,1135.8000000000002
LP002772,1,0,0,0,0,0,1,145000000.0,360,2526,1783.0,1,4309.0,402.8,3906.2
LP002776,0,0,0,0,0,0,0,103000000.0,360,5000,0.0,0,5000.0,286.1,4713.9
LP002777,1,1,0,0,0,0,1,110000000.0,360,2785,2016.0,1,4801.0,305.6,4495.4
LP002778,1,1,0,1,0,1,0,128000000.0,360,6633,0.0,0,6633.0,355.6,6277.4
LP002784,1,1,1,0,0,0,1,128000000.0,360,2492,2375.0,1,4867.0,355.6,4511.4
LP002785,1,1,1,0,0,0,1,158000000.0,360,3333,3250.0,1,6583.0,438.9,6144.1
LP002788,1,1,0,0,0,0,0,181000000.0,360,2454,2333.0,0,4787.0,502.8,4284.2
LP002789,1,1,0,0,0,0,0,132000000.0,180,3593,4266.0,0,7859.0,733.3,7125.7
LP002792,1,1,1,0,0,0,1,26000000.0,360,5468,1032.0,1,6500.0,72.2,6427.8
LP002794,0,0,0,0,0,0,1,84000000.0,360,2667,1625.0,1,4292.0,233.3,4058.7
LP002795,1,1,0,0,1,1,1,260000000.0,360,10139,0.0,1,10139.0,722.2,9416.8
LP002798,1,1,0,0,0,0,1,162000000.0,360,3887,2669.0,1,6556.0,450.0,6106.0
LP002804,0,1,0,0,0,0,1,182000000.0,360,4180,2306.0,1,6486.0,505.6,5980.4
LP002807,1,1,0,1,0,0,1,108000000.0,360,3675,242.0,1,3917.0,300.0,3617.0
LP002813,0,1,1,0,0,1,1,600000000.0,360,19484,0.0,1,19484.0,1666.7,17817.3
LP002820,1,1,0,0,0,0,1,211000000.0,360,5923,2054.0,1,7977.0,586.1,7390.9
LP002821,1,0,0,0,0,1,1,132000000.0,360,5800,0.0,1,5800.0,366.7,5433.3
LP002832,1,1,0,1,0,0,0,258000000.0,360,8799,0.0,0,8799.0,716.7,8082.3
LP002833,1,1,0,0,0,0,1,120000000.0,360,4467,0.0,1,4467.0,333.3,4133.7
LP002836,1,0,0,0,0,0,1,70000000.0,360,3333,0.0,1,3333.0,194.4,3138.6
LP002837,1,1,0,0,1,0,0,123000000.0,360,3400,2500.0,0,5900.0,341.7,5558.3
LP002840,0,0,0,0,0,0,1,9000000.0,360,2378,0.0,0,2378.0,25.0,2353.0
LP002841,1,1,0,0,0,0,0,104000000.0,360,3166,2064.0,0,5230.0,288.9,4941.1
LP002842,1,1,1,0,0,0,1,186000000.0,360,3417,1750.0,1,5167.0,516.7,4650.3
LP002847,1,1,0,0,0,0,0,165000000.0,360,5116,1451.0,0,6567.0,458.3,6108.7
LP002855,1,1,0,1,0,0,1,275000000.0,360,16666,0.0,1,16666.0,763.9,15902.1
LP002862,1,1,0,1,0,0,1,187000000.0,480,6125,1625.0,0,7750.0,389.6,7360.4
LP002863,1,1,0,0,1,0,1,150000000.0,360,6406,0.0,0,6406.0,416.7,5989.3
LP002868,1,1,0,1,0,0,1,108000000.0,84,3159,461.0,1,3620.0,1285.7,2334.3
LP002872,1,1,0,0,0,0,0,136000000.0,360,3087,2210.0,0,5297.0,377.8,4919.2
LP002874,1,0,0,0,0,0,1,110000000.0,360,3229,2739.0,1,5968.0,305.6,5662.4
LP002877,1,1,1,0,0,0,1,107000000.0,360,1782,2232.0,1,4014.0,297.2,3716.8
LP002888,1,0,0,0,0,0,1,161000000.0,360,3182,2917.0,1,6099.0,447.2,5651.8
LP002892,1,1,0,1,0,0,1,205000000.0,360,6540,0.0,1,6540.0,569.4,5970.6
LP002893,1,0,0,0,0,0,1,90000000.0,360,1836,33837.0,0,35673.0,250.0,35423.0
LP002894,0,1,0,0,0,0,1,36000000.0,360,3166,0.0,1,3166.0,100.0,3066.0
LP002898,1,1,1,0,0,0,1,61000000.0,360,1880,0.0,0,1880.0,169.4,1710.6
LP002911,1,1,1,0,0,0,0,146000000.0,360,2787,1917.0,0,4704.0,405.6,4298.4
LP002912,1,1,1,0,0,0,1,172000000.0,84,4283,3000.0,0,7283.0,2047.6,5235.4
LP002916,1,1,0,0,0,0,1,104000000.0,360,2297,1522.0,1,3819.0,288.9,3530.1
LP002917,0,0,0,0,0,0,1,70000000.0,360,2165,0.0,1,2165.0,194.4,1970.6
LP002925,1,0,0,0,0,0,1,94000000.0,360,4750,0.0,1,4750.0,261.1,4488.9
LP002926,1,1,0,1,0,1,0,106000000.0,360,2726,0.0,0,2726.0,294.4,2431.6
LP002928,1,1,0,0,0,0,1,56000000.0,180,3000,3416.0,1,6416.0,311.1,6104.9
LP002931,1,1,0,1,0,1,1,205000000.0,240,6000,0.0,0,6000.0,854.2,5145.8
LP002933,1,0,0,0,1,1,1,292000000.0,360,9357,0.0,1,9357.0,811.1,8545.9
LP002936,1,1,0,0,0,0,1,142000000.0,180,3859,3300.0,1,7159.0,788.9,6370.1
LP002938,1,1,0,0,0,1,1,260000000.0,360,16120,0.0,1,16120.0,722.2,15397.8
LP002940,1,0,0,0,0,0,1,110000000.0,360,3833,0.0,1,3833.0,305.6,3527.4
LP002941,1,1,0,1,0,1,1,187000000.0,360,6383,1000.0,0,7383.0,519.4,6863.6
LP002943,1,0,0,0,0,0,0,88000000.0,360,2987,0.0,0,2987.0,244.4,2742.6
LP002945,1,1,0,0,0,1,1,180000000.0,360,9963,0.0,1,9963.0,500.0,9463.0
LP002948,1,1,0,1,0,0,1,192000000.0,360,5780,0.0,1,5780.0,533.3,5246.7
LP002949,0,0,0,0,1,0,1,350000000.0,180,416,41667.0,0,42083.0,1944.4,40138.6
LP002950,1,1,0,0,0,0,1,155000000.0,360,2894,2792.0,1,5686.0,430.6,5255.4
LP002953,1,1,0,0,1,0,1,128000000.0,360,5703,0.0,1,5703.0,355.6,5347.4
LP002958,1,0,0,0,0,0,1,172000000.0,360,3676,4301.0,1,7977.0,477.8,7499.2
LP002959,0,1,1,0,0,0,1,496000000.0,360,12000,0.0,1,12000.0,1377.8,10622.2
LP002960,1,1,0,0,0,0,1,128000000.0,180,2400,3800.0,0,6200.0,711.1,5488.9
LP002961,1,1,1,0,0,0,1,173000000.0,360,3400,2500.0,1,5900.0,480.6,5419.4
LP002964,1,1,0,1,0,0,1,157000000.0,360,3987,1411.0,1,5398.0,436.1,4961.9
LP002974,1,1,0,0,0,0,1,108000000.0,360,3232,1950.0,1,5182.0,300.0,4882.0
LP002978,0,0,0,0,0,0,1,71000000.0,360,2900,0.0,1,2900.0,197.2,2702.8
LP002979,1,1,0,0,1,0,1,40000000.0,180,4106,0.0,1,4106.0,222.2,3883.8
LP002983,1,1,1,0,0,0,1,253000000.0,360,8072,240.0,1,8312.0,702.8,7609.2
LP002984,1,1,0,1,0,0,1,187000000.0,360,7583,0.0,1,7583.0,519.4,7063.6
LP002990,0,0,0,0,0,1,0,133000000.0,360,4583,0.0,0,4583.0,369.4,4213.6
